"","age","gender_bin","country","grit","extraversion","openess","conscientiousness","agreeableness","neuroticism","VLC_QA","VLC_rest","GS1","GS2","GS3","GS4","GS5","GS6","GS7","GS8","GS9","GS10","GS11","GS12","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","gender","surveyelapse","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","education","urban","engnat","hand","religion","orientation","race","voted","married","familysize","operatingsystem","browser","screenw","screenh","introelapse","testelapse"
"3333",17,"female","US",38,38,41,37,11,31,0,5,3,4,3,4,5,1,3,5,3,3,3,1,5,5,4,5,5,5,3,1,4,1,4,4,1,5,5,5,5,3,4,5,4,3,5,4,2,1,5,4,4,5,1,1,1,1,1,2,1,1,1,1,5,2,5,1,2,5,4,2,4,1,2,235,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,4,1,4,2,1,2,"Macintosh","Chrome",1366,768,4,248
"3334",15,"female","US",30,16,45,39,18,25,0,7,3,4,3,2,3,1,2,2,2,3,4,1,1,2,3,1,2,3,1,1,1,1,5,5,3,5,4,4,5,5,5,4,4,4,5,3,4,4,3,5,2,5,2,1,1,2,2,2,2,1,2,3,2,2,2,4,1,1,3,4,2,4,2,220,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,3,7,1,4,2,1,4,"iOS","Safari",320,568,11,232
"3335",17,"female","US",45,42,35,21,15,26,0,5,4,3,5,3,4,4,4,5,4,4,2,3,5,5,5,4,4,4,4,4,5,2,4,3,5,3,3,5,3,3,3,3,3,1,4,1,3,1,2,2,2,2,1,1,3,1,1,2,1,2,1,2,4,2,4,2,4,2,2,2,2,2,2,80,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,7,1,4,2,1,2,"Windows","Chrome",1920,1080,4,118
"3336",18,"female","GB",47,37,49,28,45,35,1,7,3,5,5,4,4,2,4,5,4,4,3,4,4,4,2,4,4,5,3,3,4,4,5,5,5,5,5,5,4,5,5,5,2,5,4,2,1,3,3,3,2,3,5,4,4,5,5,5,5,5,5,2,3,3,3,5,3,2,3,3,5,5,2,116,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,1,2,2,1,4,2,1,2,"iOS","Safari",768,1024,5,525
"3337",18,"female","US",49,20,46,27,22,45,3,7,3,5,5,5,4,4,5,5,4,5,1,3,3,1,3,1,2,2,2,2,3,1,5,4,5,5,3,5,4,5,5,5,2,2,5,2,1,2,5,1,4,3,3,2,4,1,3,1,3,3,1,1,4,4,5,5,4,4,5,5,4,5,2,112,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2,4,2,1,3,"Windows","Chrome",1280,1024,3,112
"3338",18,"female","CA",40,48,36,28,16,47,0,5,2,5,5,4,1,2,4,5,3,1,5,3,5,5,5,5,5,5,5,3,5,5,5,4,3,2,4,2,4,5,3,4,4,4,2,1,1,2,4,2,4,4,1,1,4,2,1,2,1,2,1,1,5,3,4,5,5,5,5,5,5,5,2,117,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,1,4,1,4,2,1,2,"Windows","Chrome",1366,768,6,133
"3339",23,"female","US",33,16,45,46,32,34,0,5,2,3,2,4,3,2,4,4,2,2,3,2,3,1,2,1,2,2,1,1,2,1,5,5,4,3,5,4,5,4,5,5,4,3,5,5,4,5,5,5,5,5,4,3,1,4,5,3,4,2,3,3,4,4,5,3,4,3,4,2,4,1,2,187,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,1,2,1,1,4,2,1,2,"iOS","Safari",320,568,10,214
"3341",24,"female","US",24,34,43,31,18,40,0,6,2,2,2,2,3,1,2,2,2,2,3,1,2,5,3,3,3,4,4,4,3,3,4,4,5,4,5,5,3,4,4,5,4,2,3,2,3,2,3,4,4,4,1,2,2,2,2,2,2,2,1,2,5,4,4,4,4,4,4,4,4,3,2,98,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,1,7,1,5,1,1,2,"Windows","Chrome",1440,900,2,123
"3342",18,"female","US",29,27,34,43,17,33,0,5,1,3,5,3,2,1,3,3,2,2,2,2,2,3,2,4,3,4,3,2,3,1,3,3,4,3,4,4,3,1,5,4,5,5,4,5,3,5,4,3,5,4,1,2,4,1,1,3,1,1,2,1,5,3,5,4,3,3,2,1,4,3,2,207,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,1,4,1,4,2,1,3,"iOS","Safari",320,568,87,197
"3343",26,"male","HU",33,24,48,36,18,37,0,6,2,4,4,2,3,2,4,2,3,2,2,3,2,2,2,2,3,5,2,2,3,1,5,5,5,5,5,4,5,4,5,5,3,4,5,4,3,4,4,2,3,4,2,2,2,1,2,2,2,2,1,2,3,3,4,4,4,3,4,4,4,4,1,149,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,2,2,4,1,1,1,"Linux","Chrome",726,432,3,185
"3344",15,"male","US",25,44,38,41,19,28,0,5,2,3,2,2,2,1,2,3,1,2,4,1,3,5,5,5,4,5,4,4,5,4,4,4,3,4,4,4,4,4,3,4,5,4,4,4,5,4,3,5,3,4,2,1,3,2,2,2,1,2,2,2,4,3,2,2,2,2,4,4,3,2,1,139,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,9,1,4,2,1,1,"Windows","Microsoft Internet Explorer",1280,1024,14,180
"3345",31,"male","US",18,42,40,44,13,15,1,6,1,3,2,1,2,1,2,1,1,1,2,1,5,2,5,4,4,4,5,4,5,4,2,5,4,5,3,5,5,2,4,5,4,5,4,5,2,5,5,4,5,5,1,1,2,2,1,1,1,1,2,1,1,1,3,2,3,1,1,1,1,1,1,191,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,4,2,1,5,"Windows","Microsoft Internet Explorer",1280,1024,2,278
"3346",14,"female","US",26,43,35,35,20,35,0,5,1,3,2,3,3,1,2,3,2,1,3,2,3,5,4,5,4,5,4,4,5,4,3,4,3,4,3,4,4,3,4,3,4,4,4,3,2,3,3,4,4,4,2,2,2,2,2,1,2,2,3,2,4,4,4,4,3,5,3,3,2,3,2,155,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,7,4,4,2,1,2,"Windows","Microsoft Internet Explorer",1280,1024,12,153
"3347",14,"female","US",22,37,32,33,14,33,0,4,1,2,2,1,3,1,2,2,1,1,4,2,3,4,4,4,4,4,4,3,3,4,3,3,3,3,4,2,4,3,4,3,4,2,3,5,2,3,4,2,5,3,1,1,1,2,1,2,1,2,1,2,5,3,5,3,3,5,3,4,1,1,2,175,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,4,1,4,2,1,4,"Windows","Microsoft Internet Explorer",1280,1024,5,345
"3348",15,"female","US",42,29,33,45,15,40,0,5,3,3,5,5,5,2,4,3,3,4,4,1,2,4,2,3,3,5,1,3,4,2,4,2,2,3,4,2,4,3,5,4,5,4,5,4,5,4,5,4,5,4,1,1,3,1,1,1,1,2,1,3,3,4,4,4,2,4,5,5,5,4,2,111,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,4,1,4,2,1,3,"Windows","Microsoft Internet Explorer",1024,768,4,180
"3349",19,"female","US",26,24,31,34,17,34,1,6,2,3,2,3,2,1,2,2,1,3,3,2,2,3,2,3,2,4,2,2,2,2,4,4,1,4,3,1,4,3,4,3,4,2,3,3,4,4,5,3,3,3,1,2,2,1,1,2,1,2,2,3,4,4,4,3,3,4,3,3,4,2,2,225,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,1,1,1,0,1,4,2,1,3,"Linux","Chrome",360,640,6,189
"3350",13,"male","US",34,38,41,40,25,27,0,4,2,3,2,4,4,1,3,4,1,4,3,3,3,5,5,4,4,5,5,1,3,3,4,4,4,3,4,4,5,3,5,5,5,4,4,4,3,4,4,3,5,4,2,2,1,4,2,3,2,3,4,2,3,2,3,3,2,3,3,2,4,2,1,335,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,1,1,7,1,4,2,1,3,"iOS","Safari",768,1024,8,155
"3351",14,"male","US",27,42,39,32,31,18,0,2,1,4,3,1,2,1,2,3,2,1,4,3,5,5,5,5,4,4,5,4,3,2,4,4,5,5,5,5,3,1,2,5,3,3,4,4,2,4,4,3,2,3,2,4,2,4,4,3,2,3,4,3,3,2,3,1,2,2,2,1,1,1,1,173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,7,1,4,2,1,2,"iOS","Safari",768,1024,17,266
"3352",17,"female","SV",22,37,37,42,24,30,0,7,1,2,1,2,2,1,1,2,1,4,4,1,2,5,5,3,5,5,5,1,1,5,5,3,4,2,4,4,4,4,4,3,5,3,4,5,5,4,5,3,5,3,2,1,1,2,4,3,2,3,3,3,4,3,5,5,3,3,1,1,4,1,2,236,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,4,0,4,2,1,1,"iOS","Safari",768,1024,5,257
"3354",13,"female","US",31,37,40,30,14,22,0,4,1,3,5,2,2,1,3,3,3,4,2,2,4,5,5,4,4,2,5,2,4,2,4,3,5,3,5,5,4,4,2,5,3,1,3,3,2,4,4,5,2,3,1,3,1,1,1,1,1,2,1,2,3,2,5,3,1,1,3,2,1,1,2,216,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,3,1,1,7,1,4,2,1,2,"iOS","Safari",768,1024,4,236
"3355",21,"male","US",29,21,34,45,31,31,0,4,2,2,5,2,3,1,2,2,1,2,4,3,1,2,2,1,3,4,2,4,1,1,1,3,4,4,4,5,3,2,4,4,5,5,5,4,4,5,5,3,5,4,3,5,1,3,3,3,4,3,3,3,2,1,4,4,3,3,4,4,3,3,1,125,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,3,1,1,2,1,4,1,1,4,"Windows","Microsoft Internet Explorer",1440,900,2,155
"3356",60,"male","GB",35,31,43,32,23,26,0,8,2,4,5,2,4,3,4,2,2,2,2,3,3,3,2,3,4,4,2,4,4,2,4,5,5,5,5,4,4,2,4,5,4,2,4,3,2,2,4,4,3,4,1,2,4,2,2,2,2,3,2,3,2,2,3,3,2,2,4,2,4,2,1,153,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,2,1,1,1,1,4,2,2,2,"Windows","Firefox",1920,1080,3,162
"3357",28,"female","GB",30,31,26,35,25,40,0,4,3,2,2,3,2,3,2,3,1,2,4,3,4,5,3,3,4,3,2,2,3,2,2,3,3,2,4,2,3,2,2,3,3,5,4,4,1,3,4,3,4,4,2,3,1,3,2,2,3,3,4,2,5,3,5,3,4,5,4,4,4,3,2,217,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,3,2,1,1,4,1,4,1,1,3,"Windows","Chrome",1280,1024,2,592
"3358",18,"female","US",32,43,42,34,12,30,0,7,2,3,4,3,3,2,3,2,2,2,4,2,4,5,5,5,5,4,4,3,4,4,4,5,4,5,4,5,3,4,4,4,2,4,4,4,2,4,3,4,4,3,1,1,1,1,1,1,1,2,1,2,4,2,4,2,2,4,4,2,4,2,2,155,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,2,1,1,12,1,4,2,1,2,"Macintosh","Chrome",1280,800,3,220
"3359",15,"female","US",34,35,33,41,21,39,0,4,3,2,4,2,5,2,4,2,2,3,2,3,3,4,3,3,5,4,4,3,4,2,2,3,4,3,3,5,3,2,4,4,5,5,3,3,4,5,4,4,5,3,4,2,2,2,2,1,2,2,2,2,5,4,4,3,4,4,4,4,4,3,2,163,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,4,1,4,2,1,3,"Macintosh","Safari",1280,800,71,212
"3360",15,"female","US",31,27,23,31,23,24,0,2,4,3,1,3,3,2,2,3,2,3,3,2,1,5,3,2,4,4,2,2,1,3,1,3,3,2,3,3,3,1,1,3,3,4,3,3,3,4,3,3,3,2,2,3,3,2,1,1,2,2,3,4,2,3,3,3,2,3,2,2,2,2,2,174,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,4,2,1,3,"Macintosh","Chrome",1280,800,7,264
"3361",15,"female","US",35,19,35,36,25,35,3,3,3,3,3,3,4,1,4,3,2,4,3,2,2,1,3,1,3,1,2,2,3,1,4,3,3,3,4,4,3,4,4,3,4,2,4,3,3,4,4,4,4,4,2,3,3,2,2,1,3,2,4,3,4,4,4,3,4,3,3,3,4,3,2,167,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,2,1,1,7,2,4,2,1,3,"Macintosh","Chrome",1280,800,24,219
"3362",46,"female","US",21,23,37,47,24,30,0,8,1,3,1,2,2,1,2,2,1,1,4,1,1,3,3,3,3,4,1,1,2,2,4,5,2,3,4,3,5,3,4,4,2,5,5,5,5,5,5,5,5,5,1,2,3,3,1,3,2,3,3,3,3,5,5,3,3,3,1,1,3,3,2,151,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,1,1,5,1,4,1,2,6,"Windows","Chrome",1366,768,313,220
"3364",18,"female","PK",39,39,34,28,16,39,0,5,3,4,4,3,4,2,4,4,4,3,3,1,4,4,5,4,4,1,4,5,5,3,4,2,2,4,4,4,4,2,4,4,4,2,3,2,3,1,3,4,3,3,5,1,1,1,1,1,1,2,1,2,5,1,4,3,5,5,4,4,5,3,2,537,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,10,1,1,2,1,3,"Linux","AndroidBrowser",480,800,15,378
"3365",18,"female","PH",28,33,40,27,21,31,0,6,2,4,2,3,2,2,1,3,1,2,3,3,3,5,5,1,3,4,4,1,3,4,4,1,5,5,4,3,4,4,5,5,2,1,5,1,1,2,4,3,4,4,1,1,5,1,4,1,2,4,1,1,4,1,5,3,4,4,3,1,5,1,2,118,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,4,3,1,2,1,3,"Windows","Chrome",1600,900,584,129
"3367",17,"male","US",35,25,45,33,36,22,1,6,2,3,2,3,5,3,2,3,3,4,3,2,2,2,4,2,4,4,2,2,2,1,5,4,5,3,5,5,4,5,4,5,3,3,5,3,2,4,4,2,4,3,3,4,4,5,4,5,4,1,4,2,2,2,2,3,2,1,2,1,4,3,1,127,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,6,1,4,2,1,3,"Windows","Chrome",1920,1080,8517,135
"3368",54,"female","US",27,40,38,38,17,18,0,5,3,3,2,2,3,1,2,1,2,3,4,1,3,4,4,5,5,5,4,2,3,5,3,3,4,5,4,5,3,3,4,4,4,3,4,4,3,4,4,5,3,4,1,1,1,2,3,2,1,2,2,2,1,3,3,3,2,1,2,1,1,1,2,778,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,4,1,4,1,2,3,"Windows","Microsoft Internet Explorer",1280,1024,4,190
"3369",17,"female","GB",42,27,31,43,25,42,0,5,3,4,4,2,5,2,5,3,3,5,2,4,5,2,3,3,3,2,5,1,2,1,1,3,4,4,2,4,5,1,5,2,5,5,4,5,3,5,5,2,4,5,3,1,4,2,2,3,2,3,2,3,5,2,4,4,4,3,5,5,5,5,2,184,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,1,1,7,1,4,2,1,2,"Windows","Chrome",1366,768,74,239
"3370",15,"female","US",31,40,37,28,23,35,0,5,3,2,3,2,3,2,3,3,3,1,4,2,5,3,5,4,4,5,5,3,3,3,4,4,5,3,4,4,4,2,3,4,3,2,4,4,1,3,3,3,2,3,1,2,3,2,2,3,2,2,4,2,5,5,4,4,3,2,3,2,3,4,2,198,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,2,7,1,4,2,1,2,"iOS","Safari",320,568,7,197
"3371",18,"female","US",33,29,35,32,19,31,0,4,2,3,4,3,2,1,3,3,3,5,2,2,4,4,3,3,4,3,3,1,3,1,4,3,4,1,3,5,5,3,4,3,5,3,4,4,2,2,3,3,3,3,2,3,2,2,1,2,1,1,4,1,3,2,3,4,2,3,4,2,4,4,2,163,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,4,1,0,2,1,3,"iOS","Safari",320,568,10,222
"3372",16,"female","US",45,33,28,25,23,43,0,5,4,3,3,4,3,5,2,4,4,4,5,4,4,4,4,3,3,3,2,3,3,4,3,3,4,3,1,4,1,2,4,3,2,2,3,2,2,1,3,4,4,2,2,2,3,3,3,2,2,1,2,3,5,4,4,4,4,4,4,5,4,5,2,203,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,2,2,5,2,1,2,"iOS","Safari",320,480,5,261
"3373",39,"male","US",20,35,33,39,13,18,0,5,2,2,4,1,3,1,2,1,1,1,1,1,5,3,4,3,5,4,5,2,2,2,5,2,1,5,2,3,3,5,5,2,5,2,2,5,4,5,5,2,4,5,1,2,1,1,1,1,1,1,2,2,5,2,1,1,4,1,1,1,1,1,1,160,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,10,1,1,1,2,2,"Windows","Chrome",1920,1200,6,232
"3374",30,"female","GB",27,22,45,39,12,32,0,6,1,4,2,3,2,1,2,2,2,2,4,2,2,2,2,1,2,5,1,2,1,4,4,5,5,5,5,5,3,3,5,5,4,4,3,4,5,2,4,5,4,4,1,1,1,1,1,2,1,1,1,2,3,4,4,3,5,2,5,2,2,2,2,336,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,4,3,1,1,1,1,3,2,1,4,"Windows","Microsoft Internet Explorer",942,530,174,760
"3377",19,"female","GB",33,22,35,31,27,38,0,6,1,4,2,3,4,2,2,4,3,3,2,3,2,3,2,2,2,2,2,2,3,2,3,3,4,3,4,3,4,3,4,4,4,3,3,3,3,2,4,3,3,3,2,2,4,2,2,3,2,4,2,4,4,4,4,3,4,4,4,4,4,3,2,98,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,1,1,2,1,4,1,1,2,"Windows","Microsoft Internet Explorer",1920,1080,5,112
"3378",16,"male","US",32,34,38,29,21,21,0,8,3,2,2,2,5,2,3,2,1,3,4,3,3,4,4,3,4,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,2,3,2,3,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,162,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,2,1,1,4,1,5,2,1,3,"Windows","Chrome",1368,768,3,309
"3379",22,"female","US",38,41,48,29,10,41,0,9,2,5,5,2,4,3,5,3,4,2,1,2,4,4,4,4,5,5,5,2,4,4,4,5,5,5,5,5,5,4,5,5,3,3,5,3,2,2,2,3,2,4,1,1,1,1,1,1,1,1,1,1,4,4,4,5,3,4,5,5,2,5,2,234,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,1,1,2,2,2,1,2,"Macintosh","Chrome",1280,800,3,158
"3380",28,"female","ZA",29,37,47,41,21,40,0,9,2,5,3,4,3,1,1,3,1,2,3,1,4,3,4,4,5,5,3,3,3,3,5,5,4,5,5,5,5,4,4,5,4,5,5,2,2,5,4,5,4,5,2,1,4,2,4,1,2,2,2,1,4,3,4,5,4,4,4,4,4,4,2,119,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,6,1,4,1,2,1,"Windows","Chrome",1440,900,9,144
"3381",16,"female","GB",43,28,16,42,21,31,0,5,3,4,4,2,4,3,4,4,4,4,3,4,2,4,4,3,2,2,2,3,4,2,1,1,1,1,1,1,4,1,4,1,4,5,4,5,3,5,5,3,5,3,3,2,2,2,1,2,2,2,3,2,3,2,4,4,2,4,4,3,4,1,2,129,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,3,1,1,4,1,1,2,1,1,"Windows","Chrome",1366,768,4,185
"3382",17,"female","GB",33,24,34,33,21,42,1,5,3,3,4,4,3,1,4,2,3,2,3,1,3,3,2,3,3,3,2,1,2,2,3,4,2,4,3,4,5,2,4,3,4,3,4,3,2,2,4,3,4,4,2,2,1,2,2,2,2,2,3,3,5,4,5,4,4,5,4,3,4,4,2,244,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,1,1,4,2,1,2,"Linux","Chrome",360,640,5,290
"3383",32,"female","US",34,27,37,36,27,29,0,5,2,5,3,3,3,1,4,3,4,2,2,2,3,4,4,2,2,4,2,2,2,2,3,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,3,3,2,2,2,3,4,3,4,3,2,2,4,2,4,3,2,2,4,4,2,2,2,172,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,10,1,5,1,2,2,"Macintosh","Chrome",1680,1050,10,295
"3385",25,"female","US",22,31,43,37,20,16,0,5,2,3,1,1,2,1,1,2,2,1,5,1,3,4,4,4,3,4,1,2,3,3,3,5,5,5,3,5,4,3,5,5,5,2,4,5,1,2,4,5,4,5,1,1,2,2,3,3,1,2,2,3,2,2,4,1,2,1,1,1,1,1,2,155,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,1,2,1,1,2,2,"iOS","Safari",375,667,4,149
"3386",33,"male","US",33,21,44,43,30,34,0,6,1,4,5,5,5,1,3,2,2,1,2,2,1,2,3,2,2,3,1,2,4,1,5,2,4,5,5,5,4,5,5,4,5,3,4,4,4,4,5,5,5,4,4,4,2,2,3,3,4,4,2,2,4,4,5,5,2,3,3,3,4,1,1,95,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,1,6,1,4,1,2,1,"Windows","Chrome",1440,900,3,127
"3387",21,"female","US",28,34,34,37,21,29,1,6,2,3,4,3,3,1,3,3,1,1,3,1,4,2,4,3,3,3,5,4,5,1,3,3,5,3,3,4,4,2,4,3,4,5,5,4,3,3,3,4,2,4,3,1,3,2,2,2,1,2,2,3,4,1,4,3,2,3,3,3,3,3,2,467,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,2,1,1,1,12,1,3,1,1,3,"Windows","Microsoft Internet Explorer",1680,1050,2,349
"3389",32,"male","IR",24,15,41,35,24,29,0,5,1,2,4,1,3,1,2,2,2,1,2,3,1,1,2,1,2,2,2,1,2,1,3,4,3,4,5,5,5,4,3,5,5,1,4,3,3,4,4,3,5,3,1,3,2,3,2,4,3,2,2,2,2,1,4,3,2,3,4,4,2,4,1,306,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,2,1,10,5,1,2,2,3,"Unknown","Firefox",1280,768,22,313
"3390",17,"male","US",34,32,45,39,14,25,3,7,2,3,5,1,5,1,2,2,3,5,3,2,4,3,4,1,4,2,5,2,5,2,5,4,5,4,3,5,4,5,5,5,3,3,4,3,4,4,5,5,3,5,1,2,2,1,1,2,1,1,1,2,3,2,4,3,2,1,5,3,1,1,1,162,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,2,4,1,4,2,1,1,"Macintosh","Safari",1280,800,6,212
"3391",25,"male","ID",30,37,49,29,18,38,0,8,1,2,2,3,5,2,1,3,2,2,3,4,4,5,5,4,5,4,2,4,2,2,5,5,4,5,5,5,5,5,5,5,3,2,4,2,2,1,4,3,4,4,2,2,2,3,2,2,2,1,1,1,4,4,4,5,4,3,3,4,4,3,1,309,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,3,6,3,1,1,1,4,"Linux","Chrome",640,360,24,392
"3394",16,"female","GB",16,41,50,48,10,15,0,8,1,2,1,1,1,1,1,1,1,1,4,1,4,5,5,4,4,5,5,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,1,1,2,86,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,3,1,2,1,1,4,2,1,2,"Windows","Chrome",1920,1080,32,116
"3395",15,"male","US",28,48,34,28,16,33,1,6,2,5,3,2,5,1,2,3,1,1,2,1,4,5,5,5,5,5,5,4,5,5,5,3,4,2,4,3,3,4,2,4,3,1,3,3,2,3,3,2,4,4,2,1,2,2,1,1,1,2,2,2,4,2,4,3,5,3,4,2,4,2,1,145,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,3,1,2,4,1,4,2,1,2,"Macintosh","Chrome",1280,800,4,184
"3396",15,"female","US",26,19,32,29,22,25,0,4,2,3,2,4,2,1,3,2,2,2,2,1,1,1,3,2,2,2,1,2,2,3,3,4,5,1,3,2,3,3,3,5,2,3,4,3,3,4,2,2,3,3,5,3,2,1,3,1,3,1,2,1,3,3,3,3,2,2,2,2,2,3,2,247,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,4,2,1,5,"Macintosh","Chrome",1280,800,105,230
"3397",17,"male","US",27,36,40,38,34,21,1,5,2,2,4,1,4,1,2,1,2,1,4,3,4,4,4,5,4,4,3,3,4,1,4,4,4,3,4,4,5,3,4,5,5,4,4,2,3,4,4,4,4,4,4,3,4,4,4,2,4,4,3,2,2,1,1,2,2,3,4,1,4,1,1,186,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,3,1,2,4,1,4,2,1,4,"Macintosh","Chrome",1280,800,5,271
"3398",16,"male","US",36,18,36,33,22,38,0,1,2,3,3,5,2,2,3,4,3,2,4,3,1,3,3,2,2,3,1,1,1,1,2,4,4,3,4,4,4,3,5,3,3,5,4,1,2,5,4,3,3,3,1,3,2,2,1,2,3,3,2,3,4,3,5,1,4,4,5,4,4,4,1,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,4,2,1,2,"Macintosh","Chrome",1280,800,4,322
"3399",17,"male","US",36,28,29,30,33,31,0,1,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,2,2,1,3,2,3,1,4,3,4,2,3,4,3,4,4,2,2,2,3,4,3,3,4,3,5,4,3,3,3,3,3,2,3,4,4,4,2,3,3,3,4,1,1,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,2,1,4,2,1,2,"Macintosh","Safari",1280,800,74,215
"3400",15,"female","US",34,48,29,43,23,43,0,4,3,3,4,2,5,1,1,5,3,1,3,3,4,5,5,5,5,5,5,4,5,5,1,3,3,3,4,4,3,1,2,5,5,5,2,5,5,5,5,3,5,3,3,1,3,3,1,3,1,3,2,3,5,3,5,4,5,5,5,5,5,1,2,200,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,1,1,4,1,4,2,1,4,"Macintosh","Safari",1280,800,12,226
"3401",16,"male","US",41,30,39,22,33,37,0,8,1,5,4,5,5,1,5,5,3,1,4,2,4,4,2,3,4,4,4,1,2,2,5,1,5,4,3,4,4,5,3,5,2,1,4,2,1,1,3,3,2,3,3,1,4,4,4,4,2,3,4,4,5,1,5,2,4,5,4,5,5,1,1,137,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,3,1,3,1,1,4,2,1,3,"Macintosh","Chrome",1280,800,30,164
